"text","cmp_code","eu_code"
"Opportunities for young people:In an increasingly globalised and complex world, it is vital that our young people are afforded the same opportunities their parents enjoyed to work, study and travel abroad.","706",NA
"To that end we will do everything we can to protect Erasmus+ and other EU-funded schemes which increase opportunities for young people.","706",NA
"Defending social rights and equalities:","503",NA
"Many important protections such as the right to 52 weeks’ maternity leave and rights to annual leave are currently based on EU law,","701",NA
"and many of these rights have been upheld at the European Court of Justice.","108",NA
"Liberal Democrats will fight to ensure that these entitlements are not undermined.","701",NA
"Maintaining environmental standards:","501",NA
"The European Union has created the highest environmental standards in the world.","501",NA
"We have a duty to future generations to protect our environment and tackle climate change.","501",NA
"Liberal Democrats will ensure that everything is done to maintain those high standards in UK law, including the closest possible co-operation on climate and energy policy.","501",NA
"Law enforcement and judicial co-operation:  Europol, the European Arrest Warrant and shared access to police databases have helped make Britain’s streets safer.","605.1",NA
"We will fight to maintain maximum co-operation to ensure criminals are pursued quickly and effectively, and police are not frustrated by huge amounts of red tape.","605.1",NA
"British business and jobs: We must protect support for domestic industries such as farming, tourism and the creative industries,","406",NA
"as well as regional support for deprived areas.","503",NA
"The City of London is Europe’s financial capital","601.1",NA
"and must retain its full rights in EU financial markets.","108",NA
"Science and research funding: Research is vital for our long-term prosperity, security and wellbeing –","411",NA
"but the Leave vote has already started to affect existing and proposed research programmes.","411",NA
"We will campaign against any reduction in investment in UK universities","506",NA
"and for their right to apply for EU funds on equal terms.","506",NA
"Travel and tourism: Britain is an outward-looking country with commercial and leisure interests around the world, particularly in Europe.","502",NA
"We will strive to retain traveller and tourist benefits such as the European Health Insurance Card, reduced roaming charges and pet passports, all of which are at risk by leaving the European Union.","108",NA
"Respect for the interests of Scotland, Wales and Northern Ireland: We will fight to ensure that the priorities and long-term interests of the nations of the UK are fully taken into account during negotiations.","301",NA
"We will oppose any moves that threaten the political stability of Northern Ireland.","305.3",NA
"We will also campaign to protect the rights of the people of Gibraltar.","101",NA
"2 Save our NHS and Social Care Services","H",NA
"Good health is a prerequisite to taking full advantage of life’s opportunities, and we must do all we can to help people stay healthy as well as provide high-quality care when they are ill.","504",NA
"Mental health is just as important as physical health and we have made it a priority to deliver equality between the two.","504",NA
"The N HS has been the envy of the world, but it is now facing the greatest crisis in its history and we urgently need to increase its funding.","504",NA
"As a country, we are living longer – but that means more people are living with conditions like diabetes and dementia and they need help to live with dignity and the maximum degree of independence.","504",NA
"We must set the highest standards in care, abolishing the artificial boundaries that prevent health and social care services working together.","504",NA
"Health and wellbeing are affected by far more than just the quality of health and social care services, so we will work to improve the wider factors that affect people’s health such as warm homes, clean air and access to exercise and healthy food so that everyone can have the best chance to lead a healthy life.","503",NA
"Our priorities in the next parliament will be: Saving the NHS by putting a penny in the pound on Income Tax to give the NHS and social care services the cash injection they need.","504",NA
"Transforming mental health care with waiting time standards to match those in physical health care.","504",NA
"Home not hospital: better integration of health and social care","504",NA
"and limiting the amount elderly people have to pay for social care.","504",NA
"2.1 Saving the NHS and social care","H",NA
"The N HS and social care services are in a state of crisis.","504",NA
"The Conservatives have left them chronically underfunded, while need continues to grow and patient care suffers.","504",NA
"Social care is facing a funding black hole of £2 billion this year alone","504",NA
"and more than a million older people are missing out on the care they need.","504",NA
"People are routinely left stranded in hospital after they finish their treatment because the follow-up care and support they need is not available.","504",NA
"Nearly two-thirds of N HS trusts ended the last financial year in deficit.","504",NA
"Yet Labour and Conservative politicians refuse to be honest with the public about the scale of the crisis or the tough decisions which are needed to protect these vital services.","305.1",NA
"Liberal Democrats recognise that Britain’s health and social care services are our most treasured national institutions.","504",NA
"Any party seeking to lead the country after this election should be prepared to take bold action to safeguard them.","504",NA
"This isn’t about doing the easiest thing, it is about doing what is right and what is essential.","504",NA
"Liberal Democrats will take five key steps to put our health and social care system back on a sustainable financial footing:","504",NA
"1 . An immediate 1 p rise on the basic, higher and additional rates of Income Tax to raise £6 billion additional revenue, which would be ringfenced to be spent only on N HS and social care services.","504",NA
"Direct this additional investment to the following priority areas in the health and care system: social care, primary care (and other out-of-hospital care), mental health and public health.","504",NA
"This represents the most efficient and effective way of spending these extra resources – ensuring they will have the greatest impact on the quality of care patients receive.","504",NA
"In the longer term and as a replacement for the 1 p Income Tax rise, commission the development of a dedicated health and care tax on the basis of wide consultation, possibly based on a reform of National Insurance contributions, which will bring together spending on both services into a collective budget and set out transparently, on people’s payslips, what we spend on them.","504",NA
"Establish a cross-party health and social care convention, bringing together stakeholders from all political parties, patients groups, the public and professionals from within the health and social care system to carry out a comprehensive review of the longer-term sustainability of the health and social care finances and workforce, and the practicalities of greater integration.","504",NA
"We would invite the devolved administrations to be a part of this work.","301",NA
"Introduce a statutory independent budget monitoring agency for health and care, similar to the Office for Budget Responsibility.","504",NA
"This would report every three years on how much money the system needs to deliver safe and sustainable treatment and care, and how much is needed to meet the costs of projected increases in demand and any new initiatives – to ensure any changes in services are properly costed and affordable.","504",NA
"Our longer-term objective will be to bring together NHS and social care into one seamless service – pooling budgets in every area by 2020 and developing integrated care organisations.","504",NA
"2.2 Valuing the NHS and social care workforce","H",NA
"Our health and social care services’ greatest resource is their staff, working tirelessly under immense pressure.","504",NA
"This Government has left them feeling embattled and undervalued.","305.1",NA
"To support the N HS and social care workforce we will: Guarantee the rights of all N HS and social care service staff who are EU nationals to stay in the UK.","701",NA
"End the public sector pay freeze for NHS workers.","701",NA
"Reinstate student nurse bursaries.","504",NA
"Support innovation in how organisations can empower staff and patients, including learning from innovative social enterprises delivering community and mental health services.","504",NA
"Protect N HS whistle-blowers.","201.2",NA
"GPs in particular have been put under considerable strain due to severe underfunding and neglect from the Conservatives, leaving many people waiting weeks to get appointments.","504",NA
"GPs are the core of what the NHS is and they need su pport to ensure that the N HS is able to su rvive and thrive.","504",NA
"We will:",NA,NA
"Produce a national workforce strategy, ensuring that we never again experience a shortage in the numbers of GPs, hospital doctors, nurses and other professionals that the N HS needs.","504",NA
"2.3 Equal care for mental health","H",NA
"In government, we fought tirelessly to reduce the historic inequality between the way physical and mental health are treated in the NHS and are proud of the strides forward we made.","504",NA
"We legislated to give mental and physical health equality under the law.","504",NA
"We introduced the first waiting time standards for access to treatment for mental health.","504",NA
"We introduced the crisis care concordat which dramatically reduced the number of people who end up in police cells when they experience a mental health crisis;","504",NA
"and we secured more money for children and young people’s mental health services.","504",NA
"But we know that not enough resources reach front-line services and that in the fight for parity of esteem there is still a very long way to go.","504",NA
"We will:",NA,NA
"Ringfence funding from within the one penny Income Tax rise, to provide additional investment in mental health.","504",NA
"Continue to roll out access and waiting time standards for children, young people and adults.","504",NA
"This will include a guarantee that people will not wait more than six weeks for therapy for depression or anxiety","504",NA
"and no young person will wait more than two weeks for treatment when they experience a first episode of psychosis.","504",NA
"Increase access to clinically- and cost-effective talking therapies so that hundreds of thousands more people can receive this support.","504",NA
"Examine the case for introducing a dedicated service for children and Young people based on the Australian ‘headspace’ model and building on many excellent youth information, advice and counselling services.","504",NA
"Transform mental health support for pregnant women, new mothers and those who have experienced miscarriage or stillbirth, and help them get early care when needed.","504",NA
"Continue to promote and invest in the Frontline programme to fast-track exceptional graduates into children’s social work, as well as the Think Ahead scheme aimed at encouraging high-achieving graduates to pursue a career in mental health social work.","504",NA
"Ensure that no one in crisis is turned away, with new waiting time standards and better crisis care in accident and emergency departments, in the community and via phone lines.","504",NA
"This will enable us to end the use of police cells for people facing a mental health crisis.","504",NA
"End out-of-area placements, ensuring those admitted to hospital for mental ill-health are able to be treated close to home.","504",NA
"Ensure that all front-line public service professionals, including in schools and universities, receive better training in mental health.","504",NA
"Roll out the Liaison and Diversion programme nationally, helping to identify people who have mental health problems, learning disabilities, substance misuse or other vulnerabilities when they first come into contact with the criminal justice system.","504",NA
"Tackle stigma against mental ill-health, including by building on the good work done by organisations such as Heads Together","504",NA
"and changing the standard of proof in suicide conclusions in the Coroner’s Court.","504",NA
"Ensure that LGBT+ inclusive mental health services receive funding and support.","504",NA
"Medical research is vital for developing new and better treatments.","411",NA
"We will fight the threat Brexit poses to medical research funding.","411",NA
"We support the principle that all medical trials using public facilities or resources should comply with the Open Trials standards","202.1",NA
"and that a fair proportion of all public funding for medical research should be focused on research into mental ill-health.","504",NA
"We also favour the further development of open access academic journals.","506",NA
"2.4 Home not hospital: joining up health and social care","H",NA
"We need services that fit around people’s lives, not ones that force them to fit their lives around the care they need.","504",NA
"This will become increasingly important as our population ages and the number of people living with long-term conditions grows.","504",NA
"It is also more cost-effective to support people to be able to live at home rather than endure lengthy stays in hospital.","504",NA
"We must move away from a fragmented system to an integrated service with more joined-up care and more personal budgets so that people can design services for their own individual needs.","504",NA
"We believe this should happen from the bottom up, suiting the needs of local communities.","606.2",NA
"The number of family carers is rising, including in the ‘sandwich generation’ who find themselves trying to care for their children and their parents at the same time.","504",NA
"Carers are unsung heroes; we need to do more to help them.","504",NA
"We will: Finish the job of implementing a cap on the cost of social care, which the Conservatives have effectively abandoned.","504",NA
"Move towards single place-based budgets for health and social care by 2020, allowing local areas to decide how best to provide the full spectrum of care for their community.","301",NA
"Remodel the health care funding system to eliminate perverse incentives, by moving away from payments for activity and introducing tariffs that encourage joined-up services and promote improved outcomes for patients and better preventive care.","504",NA
"Ensure those who work in the social care sector are properly trained, with accessible career pathways,","411",NA
"and are suitable to practice by introducing a statutory code of conduct backed up by a care workers’ suitability register.","504",NA
"Raise the amount people can earn before losing Carer’s Allowance from £1 10 to £1 50 a week,","504",NA
"and reduce the number of hours’ care per week required to qualify.","504",NA
"Give the NHS a legal duty to identify carers and develop a Carer’s Passport scheme to inform carers of their NHS rights, such as flexible visiting hours and access to support.","504",NA
"Provide more choice at the end of life and move towards free end-of-life social care, whether people spend their last days at home or in a hospice.","504",NA
"Evaluate the valuable work of hospices with a view to putting them on a more sustainable financial footing and allowing them to expand their services.","504",NA
"2.5 Better access to community services","H",NA
"Most people’s experience of the NHS is their local GP or the nurses and support staff who visit them at home or work in community clinics.","504",NA
"Access to care in GP surgeries and closer to home is better for patients and will also help reduce pressure on hospitals, accident and emergency departments and ambulances.","504",NA
"We will: Promote easier access to GPs, expanding evening and weekend opening to meet the needs of local patients, encouraging online, phone and Skype appointments, encouraging GPs to work together in federations and allowing people more choice.","504",NA
"Provide national support to struggling GP practices, preventing mass practice closures.","504",NA
"Support GPs to come together to collectively provide services such as out-of-norma l-open i ng-hours appointments.","504",NA
"Use innovation funding to promote GP-led multidisciplinary health and care hubs, including mobile services to keep people out of hospital.","504",NA
"Encourage GPs and other community clinicians to work in disadvantaged areas through our Patient Premium – which would give incentive payments to clinicians.","504",NA
"Ensure that any changes to the way pharmacies are funded do not leave local areas without reasonable access to a community pharmacist.","504",NA
"Review the rules for exemption from prescription charges to ensure they are fair to those with long-term conditions and disabilities.","504",NA
"2.6 Helping people stay healthy","H",NA
"It is better for patients and for the NHS if we keep people healthy in the first place, rather than just waiting until people develop illnesses and come for treatment, but 40% of NHS spending is on diseases that are preventable.","504",NA
"We need to do more to promote healthy eating and exercise, making people aware of the dangers of smoking and excessive consumption of alcohol and other drugs, and helping to improve mental health and wellbeing.","504",NA
"We will: Move towards a health and social care system that empowers and encourages people to better manage their own health and conditions and to live healthier lives.","504",NA
"Publish a National Wellbeing Strategy, which puts better health and wellbeing for all at the heart of government policy.","504",NA
"Implement the recommendations of the O’Neill report on antimicrobial resistance to ensure responsible prescribing","504",NA
"and investment in diagnostics and innovation.","411",NA
"Make Pre-Exposure Prophylaxis (PrEP) for HIV prevention available on the NHS.","504",NA
"Support effective public awareness campaigns such as Be Clear on Cancer and learn from what works when designing new health promotion campaigns to change behaviour.","504",NA
"Keep public health within local government, where it is effectively joined up with preventive community services,","301",NA
"and reinstate the funding cut from public health budgets by the Conservatives.","504",NA
"Develop a strategy to tackle childhood obesity, including restricting the marketing of junk food to children, restricting TV advertising before the 9pm watershed and closing loopholes in the sugary drinks tax.","403",NA
"Encourage the traffic-light labelling system for food products and publication of information on calorie, fat, sugar and salt content in restaurants and takeaways.","403",NA
"Introduce mandatory targets on sugar reduction for food and drink producers.","403",NA
"Reduce smoking rates, introducing a levy on tobacco companies so they fairly contribute to the costs of health care and smoking cessation services.","504",NA
"Implement the recommendations of the Keogh review to regulate cosmetic surgery","403",NA
"and ensure that the NHS is not picking up the tab for private malpractice.","403",NA
"Introduce minimum unit pricing for alcohol, subject to the final outcome of the legal challenge in Scotland.","412",NA
"Develop a public health campaign promoting the steps people can take to improve their own mental resilience – the wellbeing equivalent of the ‘Five a Day’ ca m pa ign .","504",NA
"Support good practice among employers in promoting wellbeing","504",NA
"and ensure people with mental health problems get the help they need to stay in or find work,","504",NA
"with a ‘wellbeing premium’ to reward employers who take clear action to measurably improve the health of their employees.","504",NA
"We will develop a just settlement for haemophiliacs who were given contaminated blood, and for their families.","504",NA
"3 Put Children First","H",NA
"Liberal Democrats have always put education at the heart of our agenda.","506",NA
"Education opens the mind,","506",NA
"it fosters understanding and tolerance,","202.1",NA
"and it empowers our children","706",NA
"and our communities.","606.1",NA
"We believe every child deserves a great start in life so they are equipped to shape their own future, and are determined to make sure that the education system finds and unleashes the best in everyone.","503",NA
"This is essential in order to break down the unfair divisions in our society,","503",NA
"to ensure a productive, competitive economy","410",NA
"and to overcome intolerance.","503",NA
"Too many people have their chances in life determined by who their parents are rather than by their own efforts and abilities.","503",NA
"With our Pupil Premium, investing in children who might otherwise fall behind, we are finally beginning to tackle the scandalous gap in attainment between rich and poor.","503",NA
"But now the Conservatives want to take us back 50 years, to an outdated system of grammar schools and secondary moderns, ignoring all the research and expert advice that show it will damage the life chances of so many children.","503",NA
"Liberal Democrats recognise the dual role of education in giving young people the knowledge and skills they need to be part of a productive, competitive economy, and helping them grow into happy, healthy and engaged members of their community.","506",NA
"Children’s education is too often distorted by schools’ need to focus on the next set of league tables and the next inspection.","506",NA
"Teachers deserve to be treated as professionals and given the flexibility and support to apply their expertise.","506",NA
"Schools should be free to encourage children to participate in a truly rounded curriculum including the arts, sport and culture that broaden children’s learning and develop their passion for education.","506",NA
"Our priorities in the next parliament will be:",NA,NA
"Investing nearly £7 billion extra in our children’s education – increasing school budgets and the Pupil Premium to protect against rising costs and pupil numbers,","506",NA
"and introducing a fairer national funding formula.","503",NA
"Investing in high-quality early years education, tripling the Early Years Pupil Premium to £1,000.","506",NA
"Opposing any new selective schools","506",NA
"and giving local authorities proper democratic control over admissions and new schools.","301",NA
"3.1 Stop the education cuts – fair funding for every school","H",NA
"Schools in England are facing an unprecedented funding crisis, with rising pupil numbers and an inadequate financial settlement meaning that real-terms per-pupil funding is being squeezed.","506",NA
"At the same time the Conservatives’ flawed approach to the National Fair Funding Formula means some schools will lose out even more.","506",NA
"Liberal Democrats believe every child deserves a high-quality education, wherever they live.","506",NA
"We will: Reverse all cuts to front-line school and college budgets, protecting per-pupil funding in real terms.","506",NA
"Introduce a fairer national funding system with a protection for all schools, so that no school loses money.","506",NA
"Protect the Pupil Premium which targets extra help at disadvantaged children.","506",NA
"Over the parliament, this means nearly £7 billion more for school and college budgets.","506",NA
"3.2 Quality really counts in early years","H",NA
"Investing in high-quality early years education has a huge impact on children’s attainment as they enter school.","506",NA
"Our most vulnerable children have the most to gain from excellent early years settings, with partnerships with parents a key component.","506",NA
"We will: Increase our Early Years Pupil Premium to £1,000 per pupil per year.","506",NA
"Raise the quality of early years provision and aim for every formal early years setting to employ at least one person who holds an early years teacher qualification by 2022.","506",NA
"3.3 Teachers – our biggest asset in education","H",NA
"Too many good teachers are leaving the profession – in many cases because of the excessive pressure they are under from heavy workloads and funding cuts.","506",NA
"We want to empower teachers and make sure they feel valued for the essential work they do.","506",NA
"We want to improve the status of the teaching profession, and support and nurture teachers in their work – helping to drive up standards in every school.","506",NA
"We will: End the 1 % cap on teachers’ pay rises.","506",NA
"Guarantee that all teachers in state-funded schools will be fully qualified or working towards qualified teacher status (QTS) from January 2019.","506",NA
"Introduce a clear and properly funded entitlement to genuinely high-quality professional development for all teachers – 25 hours per year by 2020, rising to the OECD average of 50 hours by 2025.","506",NA
"Support proper long-term planning of initial teacher training places, prioritising close partnerships with higher education and specialist routes such as Teach First in order to recruit the highest-quality teachers in shortage areas such as science, technology, engineering, the arts and maths.","506",NA
"Tackle unnecessary teacher workloads, including by:Establishing an independent Education Standards Authority to pilot, phase in and resource future policy changes in consultation with professionals and experts.","506",NA
"Reforming Ofsted inspections so that they include a focus on longer-term outcomes and sustainable improvement as well as teacher workload, sickness and retention.","506",NA
"Supporting the establishment of a new, independent Foundation for Leadership in Education, working under the umbrella of the Chartered College of Teaching, to promote high-quality, evidence-based leadership and help the best leaders into the most challenging schools.","506",NA
"Continue to work with the Education Endowment Foundation to establish a comprehensive evidence base on what works in teaching.","506",NA
"3.4 Driving up school standards","H",NA
"Far too many children are still failing to get the opportunities they need.","503",NA
"We cannot fail our children – especially when we know it is the children who need the most help who are the most likely to be let down.","503",NA
"The Conservatives’ obsession with more grammar schools is not the answer.","506",NA
"Liberal Democrats want to give every child the chance of attending an excellent local school.","503",NA
"We will: Give democratically accountable local authorities clear responsibility for local school places planning","301",NA
"and repeal the rule that all new state-funded schools must be free schools or academies.","506",NA
"We will encourage local head teachers with a strong record to play a key role in school improvement, working with schools and local authorities.","506",NA
"Scrap the planned expansion of grammar schools","503",NA
"and devolve all capital monies for new school spaces to local authorities.","301",NA
"Allow Ofsted to inspect both local authorities and academy chains.","506",NA
"Rule out state-funded profit-making schools","506",NA
"and ensure that new schools are built in areas where there is a need for new school places, instead of wasting money on oversupply.","506",NA
"Ensure that identification and support for special educational needs and disabilities takes place as early as possible.","506",NA
"All new policies should have an assessment of how they affect pupils who have special educational needs, and ensure they adhere to duties under the Equality Act.","503",NA
"3.5 Curriculum and qualifications","H",NA
"We want schools to have flexibility, but we also believe that parents and children need to know that the curriculum in every school will cover the essentials, and that teachers will be skilled educators who know how to inspire a love of learning.","506",NA
"Education should equip children with rich knowledge for life, nurturing creativity and problem-solving, and instilling a passion for lifelong learning.","506",NA
"Children should be helped to develop the life skills they will need as adults, and every pupil should be given advice and guidance about their future.","506",NA
"We will: Introduce a curriculum entitlement – a slimmed down core national curriculum, which will be taught in all state-funded schools.","506",NA
"This will include Personal, Social and Health Education: a ‘curriculum for life’ including financial literacy, first aid and emergency lifesaving skills, mental health education, citizenship and age-appropriate Sex and Relationship Education (SRE).","506",NA
"Include in SRE teaching about sexual consent, LGBT+ relationships, and issues surrounding explicit images and content.","604",NA
"Make the curriculum the responsibility of an Educational Standards Authority to pilot, phase in and resource future changes in consultation with professionals and experts","506",NA
"while retaining legitimate democratic accountability.","202.1",NA
"Prioritise primary progress measures instead of floor thresholds","506",NA
"and work with the profession to reform tests at 11, preventing curriculum narrowing in upper Key Stage 2.","506",NA
"Protect the availability of arts and creative subjects in the curriculum and act to remove barriers to pupils studying these subjects.","506",NA
"Improve the quality of vocational education, including skills for entrepreneurship and self-employment,","411",NA
"and improve careers advice in schools and colleges.","506",NA
"Improve links between employers and schools, encouraging all schools to participate in employment and enterprise schemes that promote regular experiences in business.","506",NA
"In particular, we will seek to inspire more children and young people to follow technical and scientific careers through partnership with relevant businesses.","411",NA
"Challenge gender stereotyping","503",NA
"and early sexualisation,","603",NA
"working with schools to promote positive body image","504",NA
"and break down outdated perceptions of gender appropriateness of particular academic subjects.","503",NA
"3.6 Getting children and families ready to learn","H",NA
"England’s young people are some of the unhappiest and most anxious in the world.","706",NA
"Schools are on the front line in dealing with children and young adults with mental health issues.","506",NA
"We also know that children cannot learn properly if they are undernourished.","504",NA
"Parents are under huge pressure and receive little support even though home is the biggest influence on children’s learning.","504",NA
"Liberal Democrats believe that parents need to be properly empowered and supported with the tools they need to raise the next generation,","504",NA
"and involved in the running of their children’s schools.","606.2",NA
"We will: Ensure that all teaching staff have the training to identify mental health issues and that schools provide immediate access for pupil support and counselling.","504",NA
"Include promoting wellbeing as a statutory duty of a school, to be part of the Ofsted inspection framework.","504",NA
"Extend free school meals to all children in primary education and promote school breakfast clubs.","504",NA
"Establish a new online Family University, supported by leading organisations such as the BBC and Open University, to provide every family with advice and guidance for learning and parenting at home, as well as inspiring trips out and local opportunities.","506",NA
"Ensure collaboration between leading education and family organisations to improve the flow of helpful information between home and school without increasing teacher workload.","506",NA
"Tackle bullying in schools, including bullying on the basis of gender, sexuality, gender identity or gender expression.","503",NA
"3.7 A world-class university sector, open to all","H",NA
"The ability of universities to attract funding to maintain top-quality research activity and deliver the best teaching depends on being open and outward looking.","506",NA
"The ability to attract and retain the best staff and students in our world-class universities is vital.","506",NA
"Brexit undermines these at every turn.","108",NA
"In government, Liberal Democrats established a fairer system such that no undergraduate student in England had to pay a penny of their tuition fees up front or pay anything afterwards until they earn more than £21,000 per year.","506",NA
"This meant that only high-earning graduates would pay their tuition fees in full, and eliminated systematic discrimination against part-time students.","503",NA
"We now have the highest university application rates ever, including from disadvantaged students.","506",NA
"But the Conservatives are threatening to undermine opportunity by ending student bursaries, freezing the repayment threshold and raising the level of fees.","503",NA
"We will: Reinstate maintenance grants for the poorest students, ensuring that living costs are not a barrier to disadvantaged young people studying at university.","503",NA
"Establish a review of higher education finance in the next parliament to consider any necessary reforms, in the light of the latest evidence of the impact of the existing financing system on access, participation and quality, and make sure there is no more retrospective raising of rates, or selling-off of loans to private companies.","506",NA
"Ensure that all universities work to widen participation across the sector, prioritising their work with students in schools and colleges,","506",NA
"and require every university to be transparent about selection criteria.","503",NA
"Reverse the damage to universities and academics by changing the country’s course away from a hard Brexit.","108",NA
"Recognise the value of international staff to universities and promote international collaboration.","107",NA
"Fight to retain access to Horizon 2020 and Marie Sklodowska-Curie actions funding.","506",NA
"Reinstate quality assurance for universities applying for degree-awarding powers.","506",NA
"3.8 Lifelong opportunities to learn","H",NA
"We need to grow the country’s skills base, especially in the technologies and industries that are most important to Britain’s economic future.","411",NA
"We want it to become the norm for businesses to take on and train up young people as apprentices in every sector of our economy, and for higher-level apprenticeships to be understood as a respected alternative to university education.","411",NA
"As our economy rapidly changes the need for people to retrain and reskill has never been more important.","411",NA
"It is no longer the case that the skills learned at 18 or 21 will last throughout a career.","411",NA
"The ability to learn new skills or change careers is also vital in creating the opportunity for people to succeed no matter their stage in life.","503",NA
"That’s why Liberal Democrats support the need for lifelong learning.","506",NA
"We will: Aim to double the number of businesses which hire apprentices, including by extending apprenticeships to new sectors of our economy such as creative and digital industries.","411",NA
"Develop national colleges as national centres of expertise for key sectors, such as renewable energy, to deliver the high-level vocational skills that businesses need.","411",NA
"Work with the Apprenticeship Advisory Group to increase the number of apprentices from BAME backgrounds,","503",NA
"ensure gender balance across industry sectors","503",NA
"and encourage under-represented groups to apply.","503",NA
"Identify and seek to solve skills gaps – for example the lack of advanced technicians – by expanding higher vocational training such as foundation degrees, Higher National Diplomas, Higher National Certificates and Higher Apprenticeships.","411",NA
"Ensure that all the receipts from the Apprenticeship Levy in England are spent on training, aiming to fund a wider range of types of training.","411",NA
"Aim to meet all basic skills needs including literacy, numeracy and digital skills by 2030.","411",NA
"Create individual accounts for funding mature adult and part-time learning and training,","411",NA
"and provide for all adults individual access to all necessary career information, advice and guidance.","411",NA
"Facilitate across the U K an effective and comprehensive system for credit transfer and recognition of prior learning and qualifications.","411",NA
"4 Build an Economy that Works for You","H",NA
"Britain’s economy is unbalanced.","503",NA
"There are stark contrasts between regions,","503",NA
"between old and young,","503",NA
"and between the successful and those left behind.","503",NA
"New technologies are beginning to transform the economy.","411",NA
"Machine learning, artificial intelligence and automation are affecting the type and the scale of employment.","411",NA
"New global markets are opening up for low-carbon and resource-efficient goods, services and infrastructure.","411",NA
"The scope and speed of these changes will be profound and rapid.","411",NA
"Britain needs a sustainable and balanced economy not just to help fund public services","416.2",NA
"but because growth and enterprise create jobs and opportunities for all.","503",NA
"Liberal Democrats believe that there is much to be done to create an economy that ensures that the whole population benefits from the technological advances ahead.","503",NA
"We will work to support growth now and put in place a sustainable economy that will create growth for the future","416.2",NA
"– an economy that works for the long term:","416.2",NA
"prosperous,","410",NA
"green,","416.2",NA
"open","401",NA
"and fair.","403",NA
"The actions of the Conservatives have undermined the Coalition’s work in fixing the economy.","305.1",NA
"They have chosen to risk the long-term future of our economy by limiting vital spending on infrastructure","411",NA
"and creating an over-reliance on consumer spending fuelled by debt to prop up growth.","414",NA
"They have consistently put their own short-term ambition above long-term economic prosperity.","305.1",NA
"Above all, their disastrous determination to pursue a hard Brexit casts a shadow over our economic future.","108",NA
"As a result, our economy is at its most fragile since the 2008 crash.","305.1",NA
"We need a radical programme of investment to boost growth,","410",NA
