"text","cmp_code","eu_code"
"The DUP has always advocated for the interests of our older people.","706",NA
"In the Northern Ireland Executive, we have introduced initiatives like free bus passes and have defended their retention against those who would take them away.","504",NA
"We will continue our staunch support for pensioners in the new Parliament.","504",NA
"The DUP will:Support the maintenance of the pensions ‘triple lock’; and","504",NA
"Support an end to the unfair treatment of women pensioners.","503",NA
"AFFORDABLE ENERGY","H",NA
"Paying for oil, gas and electricity can consume a significant chunk of household budgets.","412",NA
"A perception exists that electricity prices in Northern Ireland are high.","412",NA
"Whilst prices are undoubtedly high for the largest industrial customers, our approximately 800,000 domestic customers pay just below the EU average for their electricity and considerably lower than their counterparts in the Republic of Ireland.","412",NA
"The DUP wants to see our energy companies place further downward pressure on household bills.","412",NA
"We will support efforts to better control energy bills and will seek to ensure any such measure operates in Northern Ireland.","412",NA
"SAFEGUARDING UNIVERSAL BENEFITS","H",NA
"The DUP is proud of the universal benefits we have introduced in Northern Ireland like free public transport for the over 60s.","504",NA
"Some parties have once again placed universal benefits like the winter fuel allowance in their sights.","504",NA
"The DUP will resist any assault on these important universal benefits.","504",NA
"3 Creating a Globally Competitive Economy","H",NA
"Northern Ireland’s economy – like the rest of the United Kingdom’s – is heading in the right direction.","410",NA
"Key economic indicators show sustained progress across a range of important areas:","410",NA
"Our unemployment rate and economic inactivity levels have fallen significantly since their peak during the downturn;","701",NA
"Growth of 1.6% in the last year driven by the private sector;","410",NA
"Spending on Research & Development rose by 24% last year to £750 million – an all time high;","411",NA
"Exports by Northern Ireland companies increased by 6% in the past year – the highest increase of any UK region;","410",NA
"Manufacturing sales increased by 6% in the last year and jobs in the sector grew by 1.4%; and","410",NA
"External visitor numbers increased by 12% to 2.6 million.","410",NA
"We are determined to build on that success and continue the positive development in our economic fortunes.","410",NA
"This is our plan for the Northern Ireland economy.","410",NA
"1. MORE AND BETTER PAYING JOBS","H",NA
"Northern Ireland has experienced falling unemployment,","701",NA
"increased job creation","701",NA
"and record levels of inward investment.","410",NA
"Between 2011 and 2016: 42,500 new jobs were promoted","701",NA
"64% of those new jobs were outside of Belfast","701",NA
"£3 billion of employment related investment was secu red","701",NA
"The DUP wants to build on that outstanding success by: Reaffirming our pledge to create 50,000 new jobs by 2021;","701",NA
"Implementing the Economic Inactivity Strategy; and","504",NA
"Reducing Northern Ireland’s Corporation Tax rate to at least 12.5%.","402",NA
"2. AN INDUSTRIAL RENAISSANCE IN NORTHERN IRELAND","H",NA
"Northern Ireland has a rich industrial heritage.","601.1",NA
"The DUP wants to build on our strong manufacturing base and encourage a renaissance in Northern Ireland industry.","411",NA
"The DUP supports the delivery of an ambitious new Industrial Strategy for Northern Ireland which is aimed at increasing our competitiveness","411",NA
"and ensuring inclusive growth.","416.2",NA
"A Northern Ireland Industrial Strategy must be aligned to the wider UK Industrial Strategy and be centred on: Accelerating innovation and research;","411",NA
"Enhancing education, skills and employability;","506",NA
"Driving inclusive, sustainable growth;","416.2",NA
"Succeeding in global markets; and","410",NA
"Building the best economic infrastructure.","411",NA
"While some seek to talk Northern Ireland down we see huge potential in our economy.","410",NA
"Northern Ireland has world class capabilities in sectors such as cyber security, agri-foods, advanced engineering and materials handling.","411",NA
"By taking a long term, ten years plus view, we can become a globally competitive economy","401",NA
"built upon a renewed and reinvigorated industrial base.","411",NA
"We will also continue to press HM Government to create City Region Growth Deals for Northern Ireland.","410",NA
"3. SELLING NORTHERN IRELAND TO THE WORLD","H",NA
"Increasing exports and improving trade links will play a huge part in Northern Ireland’s economic future.","410",NA
"While Northern Ireland has been the best performing region for exports in the whole of the United Kingdom, we must build on that success and begin the groundwork needed to capitalise on the trade opportunities that the UK leaving the EU will present.","410",NA
"That’s why the DUP introduced an International Trade Plan which included: a new Trade Advisory Board;","407",NA
"the appointment of Northern Ireland Trade Ambassadors;","407",NA
"the expansion of Invest NI’s international presence in up to 10 more locations;","407",NA
"the creation of new trade, investment and innovation hubs in key global markets; and","407",NA
"a Trade Accelerator Plan including an enhanced range of initiatives to help support both new and existing exporters to explore new markets","407",NA
"The DUP supports the roll out of the International Trade Plan","407",NA
"and we will ensure that the new Department of International Trade works closely with Invest NI to, for example, include more local companies in UK wide trade missions to help them develop international business opportunities.","407",NA
"We will lobby Her Majesty’s Government to: help market Northern Ireland internationally through its agencies and embassies across the world;","407",NA
"establish a Freeports policy targeted at economically underdeveloped parts of the UK","407",NA
"encourage international events to be staged in Northern Ireland; and","407",NA
"continue to incorporate Northern Ireland prominently in UK branding.","407",NA
"4. MAKING TOURISM A £1 BILLION INDUSTRY","H",NA
"Northern Ireland has developed hugely in recent times as a must visit destination for visitors from around the world.","408",NA
"The DUP supports the development of a new Tourism Strategy for Northern Ireland to take the industry here to a new level and reach our full potential.","410",NA
"A Tourism Strategy should: Introduce a Capital Investment Fund for the development of new tourism products;","402",NA
"Create a Tourism Development Fund to support the growth of tourism businesses with an export potential;","402",NA
"Establish a Market Access Fund to encourage businesses to participate in marketing activity;","402",NA
"Set a target of 3,000 new hotel beds; and","404",NA
"Establish a new Air Routes Task Force.","411",NA
"We will also pursue: The abolition of Air Passenger Duty; and","402",NA
"A cut in the VAT rate for tourism businesses.","402",NA
"5. A SECURE AND SUSTAINABLE ENERGY SUPPLY FOR NORTHERN IRELAND","H",NA
"Northern Ireland needs a secure and sustainable energy supply for both domestic and business customers.","416.2",NA
"While concerns have been highlighted about the future security of supply of electricity in Northern Ireland, the DUP believes that this can be addressed by continued progress on interconnection, market integration and the development of new generation capacity.","411",NA
"We are encouraged by recent planning applications for new power stations and see this as a sign that the market is responding positively and that the issues with security of supply can be addressed.","411",NA
"The DUP also believes that a comprehensive new Energy Strategy is needed to deal with security of supply as well as the future of renewable energy policy in Northern Ireland.","411",NA
"The DUP supports:  A comprehensive new Energy Strategy for Northern Ireland;","411",NA
"Continued progress on the Integrated Single Electricity Market and the North South Interconnector;","411",NA
"Improved interconnection with Great Britain; and","411",NA
"The development of new generation capacity.","411",NA
"6. MAKING NORTHERN IRELAND THE BEST PLACE TO DO BUSINESS","H",NA
"Northern Ireland is already a great place to do business.","410",NA
"Whether it is a start-up or an inward investor, Northern Ireland offers companies a lower cost base, loyal and skilled workers and sensible regulation.","402",NA
"The DUP wants to build on that hard-earned reputation and make Northern Ireland not just a good place but the best place to do business.","410",NA
"We will support:  Keeping the cost of doing business low by maintaining Industrial De-Rating and the Small Business Rates Relief;","402",NA
"Reducing the rate of Corporation Tax to at least 12.5%;","402",NA
"Introducing a new Better Business Initiative that will systematically review health and safety legislation working in concert with sectors such as construction;","416.2",NA
"the maintenance of the present workers’ rights framework and for the UK to lead the way in improving this framework as it has throughout its history;","701",NA
"UK wide tax policy improvements to encourage economic growth in Northern Ireland; and","402",NA
"Assistance from HM Government to attract FDI into Northern Ireland.","410",NA
"7. SECURING THE SKILLS TO SUCCEED","H",NA
"A strong skills base has been a substantial element to Northern Ireland’s recent economic success.","411",NA
"In an increasingly competitive global economy, it is often the skills and talents of our people that positively differentiate Northern Ireland from other possible investment destinations.","411",NA
"Investment in skills must continue if Northern Ireland is to continue to secure jobs and investment.","411",NA
"The DUP supports: Further investment in job focused skills schemes like Assured Skills and Future Skills to provide potential investors and existing employers with the skilled workers they need to grow;","411",NA
"A digital skills revolution in our schools, colleges and universities to enable young people to become digital citizens, digital workers and digital makers, ready for the modern economy;","411",NA
"Continued delivery of the reformed apprenticeships and youth training systems;","411",NA
"Efforts to deliver a better deal for NI business from the Apprenticeship Levy;","411",NA
"Increased involvement of industry in shaping the skills agenda; and","411",NA
"Better alignment of third level courses with the strong and emerging sectors of our economy.","411",NA
"8. KEEPING NORTHERN IRELAND WELL CONNECTED","H",NA
"Investment in infrastructure is crucial for economic competitiveness as well as providing a boost for the local construction industry.","411",NA
"Given Northern Ireland’s geographical location, improved digital and transport connectivity remain key to building a world class economy.","411",NA
"The DUP will:  Support expansion at Heathrow as the UK’s aviation hub with increased air connectivity to Northern Ireland;","411",NA
"Seek an independent investigation into ferry price structures on North Channel and Irish Sea routes between Northern Ireland and Great Britain;","411",NA
"Develop a comprehensive Broadband Infrastructure Plan to roll out high speed internet connectivity across Northern Ireland;","411",NA
"Continue to press the mobile telephony providers to invest in their networks ensuring 4G provision across Northern Ireland and that we are at the forefront of future 5G investments; and","411",NA
"Establish the new Northern Ireland Infrastructure Fund as quickly as possible.","411",NA
"4 Improving Public Services","H",NA
"The DUP has a track record of positively reforming public services and streamlining the political system.","303",NA
"Due to our determination, we have delivered: a reduction in the number of Government Departments from 12 to 9;","303",NA
"a reduction in the number of Special Advisors;","303",NA
"a reduction in the number of MLAs per constituency from 6 to 5; and","303",NA
"a reduction in the number of Councils from 26 to 11.","303",NA
"The DUP has also been the driving force behind a series of public sector reforms which are aimed at developing a more effective and more efficient government.","303",NA
"These include: a Civil Service Voluntary Exit Scheme yielding annual savings of approximately £100 million;","303",NA
"a Public Sector Reform Architecture including the NI Public Sector Innovation Laboratory; and","303",NA
"a suite of internationally renowned Shared Services which have saved the public purse hundreds of millions of pounds in reduced office, IT, procurement and energy costs.","303",NA
"Reforming public services is not solely about realising efficiencies so that Northern Ireland can live within its means.","303",NA
"It is also about delivering a more effective public sector and freeing up resources to be spent on priorities like schools, hospitals and policing.","303",NA
"The DUP wants to continue to reform our public sector.","303",NA
"This is our Plan to improve public services in Northern Ireland.","303",NA
"A NATIONAL REFORM PLAN FOR NORTHERN IRELAND","H",NA
"The DUP believes that all parties should agree to the creation of a structured, long term, cross-government National Reform Plan for Northern Ireland including measurable targets and agreed implementation dates.","303",NA
"Elements of a National Reform Plan for Northern Ireland could include: alternative models of service delivery such as increasing the use of social enterprises;","505",NA
"a Civil Service Reform Plan;","303",NA
"a more digital government;","303",NA
"expanding shared services provision; and","303",NA
"a dedicated Change Fund to stimulate reform.","303",NA
"A GOOD BUDGET SETTLEMENT","H",NA
"The DUP will fight hard at Westminster for a Budget settlement that allows for real terms increases in health and education spending over the next parliamentary term and will prioritise these areas in future Northern Ireland Budgets.","504",NA
"PROGRESSING HEALTH REFORMS","H",NA
"The DUP were in the driving seat in developing ambitious, far sighted reforms for our National Health Service in Northern Ireland.","303",NA
"These reforms including the Bengoa Panel’s recommendations for a new model of health and social care, and proposals to eliminate a layer of bureaucracy by abolishing the HSC Board are much needed.","303",NA
"The DUP supports these reforms and wants to see them progressed as a matter of urgency.","303",NA
"Similarly, our Health Service needs a properly resourced plan to reduce waiting lists and a dedicated Transformation Fund to support reform.","504",NA
"Health is fundamental to every person in Northern Ireland.","504",NA
"The DUP will continue to strive for a situation where key decisions about the enhancement of the NHS in Northern Ireland are free from party politics.","504",NA
"GIVING EVERY CHILD THE CHANCE TO SUCCEED","H",NA
"The DUP is committed to defending and improving our education system in Northern Ireland to ensure that every child has the opportunity to succeed in life.","506",NA
"We will fight for sufficient resources to be provided for frontline schools budgets,","506",NA
"and for greater autonomy in decision making for schools.","506",NA
"We support academic selection,","506",NA
"the maintenance of the Dickson Plan,","506",NA
"and greater value being placed on vocational qualifications.","411",NA
"We will focus on tackling educational underachievement through support for early years interventions,","506",NA
"n expanded childcare strategy","506",NA
"and community based initiatives.","606.1",NA
"The DUP supports equality of treatment for all education sectors, including removal of discrimination in teacher employment,","503",NA
"as well as increased shared education across all education sectors.","506",NA
"SAFER STREETS AND SMARTER JUSTICE","H",NA
"Maintaining law and order is one of government’s primary duties.","605.1",NA
"The DUP supports the justice family across the United Kingdom in the fight against crime in all its increasingly complex guises.","605.1",NA
"The DUP supports: The adoption a ‘Problem Solving’ approach in our courts;","605.1",NA
"A measure of protection for the Police in future Budgets;","605.1",NA
"An increased focus on cyber crime;","605.1",NA
"the introduction of a NI Register of Animal Cruelty Offenders","501",NA
"and the seriousness of these animal cruelty offences reflected in the sentences handed down by courts;","501",NA
"the PSNI in their efforts to target criminal gangs and ensure they have all the powers necessary to seize assets of paramilitary godfathers","605.1",NA
"5 Defending Our Nation from Old and New Threats","H",NA
"The DUP does not believe that the present defence arrangements for the United Kingdom are adequate enough to cope with the emerging threats in the 21st Century.","104",NA
"We appreciate that in a time of significant challenge to public finances, almost all areas will be affected, but more consideration needs to be given to prioritising the funding of defence.","104",NA
"In order to afford it some protection, the DUP supported the UK maintaining the NATO target of 2% of GDP for the Defence Budget, despite reservations about the funding formula.","104",NA
"However, it would be unwise to allow the present funding, strength and plans for our Armed Forces to become the accepted norm.","104",NA
"History demonstrates that re-growing defence capability in times of national crisis is both disproportionately expensive and too late.","104",NA
"It should be remembered that the NATO target is intended as a minimum figure not a ceiling for Defence expenditure.","104",NA
"There is also legitimacy to the charge that the UK has only maintained the 2% target through a new definition of Defence spending.","104",NA
"In the next term, it is expected that the UK public finances should improve.","104",NA
"When we achieve this we believe Defence should be one of the priorities for new investment.","104",NA
"Recent harrowing events in Manchester highlight the fact that the strategic threat of the Cold War escalating to a nuclear conflict has been replaced by a multiplicity of threats, both conventional and unconventional, and not just from states but also from trans-national groups of linked terror movements.","104",NA
"This has triggered the emergence of a multitude of terrorist threats","104",NA
"and precipitated the current migration crisis in Europe.","601.2",NA
"Additionally, Jihadists returning to the United Kingdom represent a new and highly dangerous threat.","104",NA
"This means the capabilities of our Defence and Intelligence infrastructure needs strengthened with a focus on the ability of our forces to deploy rapidly and to adapt to emerging threats.","104",NA
"We must not ignore dissident Republican terrorists and the threat they pose to all our citizens in Northern Ireland and Great Britain.","605.1",NA
"The intelligence community and our security forces must be given a budget and rules of engagement that enable them not only to deter the threat from Republican splinter groups but also to actively pursue such terrorists and defeat them.","605.1",NA
"This is the DUP’s Plan to strengthen the UK’s Defences and support service personnel and veterans.","104",NA
"A NEW NATIONAL SECURITY AND STRATEGIC DEFENCE REVIEW","H",NA
"When the public finances improve we believe it will be appropriate to have a new National Security and Strategic Defence Review.","104",NA
"The 2015 Review demonstrated a lack of strategic ambition and was too much a product of expenditure limitations.","104",NA
"The DUP believes that such a review needs to be honest about the nature of the threats we face and the consequences of failing to deal with them.","104",NA
"Only then can we make the difficult choices about capability and affordability.","104",NA
"In terms of military doctrine, we believe our military capability should be driven by the ability to act alone in defence of our own strategic interests in places like the Falkland Islands","104",NA
"whilst also continuing to be the partner of choice to our allies, primarily through NATO.","104",NA
"Within our military capabilities, the DUP believes the sufficient staffing, training and equipping of our reserve forces must be a priority.","104",NA
"MAINTAINING OUR INDEPENDENT NUCLEAR DETERRENT, AND NUCLEAR PROLIFERATION","H",NA
"The DUP has consistently supported the maintenance of the UK’s independent nuclear deterrent and will continue to support Trident’s renewal.","104",NA
"One of the reasons for the need to renew is the systematic failure of the international community to deal with the issue of nuclear proliferation.","104",NA
"We believe the UK should use all international forums to completely overhaul the approaches to counter proliferation and support efforts to prevent the likes of North Korean dictatorships from gaining and distributing such technology.","104",NA
"PLAYING A FULL ROLE IN INTERNATIONAL MILITARY AND SECURITY RELATIONSHIPS","H",NA
"The DUP supports our participation in NATO but shares the American concerns that other members are consistently failing to fulfil the minimum spending target.","104",NA
"The Russian state is becoming more belligerent in its actions based on its assessment of western political and military weakness.","104",NA
"This pattern of behaviour will only be arrested by a reversal of both of these weaknesses.","104",NA
"A CYBERSECURITY LEADER FOR THE UNITED KINGDOM ^","H",NA
"Cybersecurity is recognised as the current dominant threat to global security.","104",NA
"Part of the growth of the knowledge economy in Northern Ireland has been a specialism in the area of cybersecurity.","104",NA
"The DUP believes this is a critical area where Northern Ireland could contribute to countering this growing threat to national security.","104",NA
"We support the expansion of cybersecurity research in Northern Ireland.","104",NA
"A REVIEW OF THE MILITARY COVENANT","H",NA
"Northern Ireland is part of the United Kingdom with both an immense contribution to our Armed Forces and debt to our Armed Forces for the protection they provided in the successful execution of Operation Banner.","104",NA
"These are why fulfilling the Military Covenant is particularly important for us.","601.1",NA
"We believe that the Military Covenant should be reviewed and updated.","601.1",NA
"The DUP supports the introduction of Independent Commissioners in the four parts of the United Kingdom to ensure the Covenant is fully implemented.","601.1",NA
"The DUP is conscious how equality legislation in Northern Ireland has been used to hamper the fulfilment of both the spirit and the practical elements of the Covenant here.","601.1",NA
"It wishes to see this situation ended and Veterans in Northern Ireland to be treated equally to Veterans right across the United Kingdom.","705",NA
"BRINGING ARMED FORCES DAY TO NORTHERN IRELAND","H",NA
"It is unacceptable that Northern Ireland has never hosted the main national event for Armed Forces Day in the UK.","601.1",NA
"The DUP wish to see Northern Ireland host the main national event at some point in the life of the next Parliament and regularly thereafter.","601.1",NA
"A REVIEW OF THE PRESENT TERRORISM LEGISLATION","H",NA
"The DUP believes that considering the multi-faceted evolving and insidious nature of the terrorist threat it is time to review whether present arrangements need to be updated or upgraded.","605.1",NA
"This review should include: An updated legal framework for intelligence led anti-terrorism investigations and operations in the U.K.","605.1",NA
"A UK wide definition of a victim which excludes perpetrators.","605.1",NA
"Changes to the glorification of terrorism offences with an examination of the 20 year time limit.","605.1",NA
"Consideration of intelligence and security committee membership representing all regions of the UK","605.1",NA
"RESISTING ATTEMPTS TO REWRITE THE PAST","H",NA
"Ninety percent of the deaths in the Troubles were by paramilitaries yet the balance of investigations is disproportionately against former police officers and soldiers.","605.1",NA
"A one-sided approach only serves those who want to re-write the past.","601.1",NA
"It is only natural that the public are outraged to see former soldiers who stood against the brutal terrorism of the early seventies instigated by the IRA now being hounded while many of those who hid behind balaclavas avoid justice.","605.1",NA
"The recent Defence Select Committee’s report “ Investigation into Fatalities in Northern Ireland involving British Personnel” recommends Government bring forward a statute of limitations, following a DUP led debate in Parliament.","605.1",NA
"The DUP also managed to secure Committee backing to extend such a proposal to include members of the Royal Ulster Constabulary and other security personnel.","305.1",NA
"The last twenty years have been marred by the completely imbalanced treatment of those who terrorised our society compared against brave service personnel who ensured they would never succeed.","605.1",NA
"Early release of prisoners, a maximum two year sentence for fresh terrorist convictions, odious On the Runs legislation and a secretive scheme to issue letters of immunity have all tarnished the process of justice.","605.1",NA
"Our troubled past can only be dealt with effectively in an honest and holistic manner, not the partial way republicans would wish.","305.1",NA
"We must ensure that the past cannot be rewritten.","601.1",NA
"Government should go ahead and publish their draft legislation so the new Historical Investigations Unit can commence its work as soon as possible.","605.1",NA
"We will do everything we can to assist innocent victims to obtain a measure of justice.","605.1",NA
"6 Getting the Best Deal for Northern Ireland from the UK leaving the EU","H",NA
"WHY WE SUPPORTED A VOTE TO LEAVE:","110",NA
"The DUP’s decision to support leaving the European Union was based on principle and practicality.","110",NA
"The DUP had opposed joining in the first place, had been consistent in its scepticism throughout our membership and fully supported the question of membership being put to the people of the United Kingdom.","110",NA
"This was the demonstration of our commitment to principle.","110",NA
"In terms of practicality when the then Prime Minister David Cameron attempted to achieve tangible reform of the European Union we supported this initiative.","110",NA
"In our previous Westminster manifesto the DUP stated: “We support the current UK Government pledge to renegotiate elements of our relationship with the European Union.”","110",NA
"The deafness of the EU institutions to change in those negotiations meant that this process did not deliver the fundamental reform the EU required.","110",NA
"Therefore, with no reasonable alternative available, the DUP chose to maintain its stance and advocate for a leave vote.","110",NA
"Some would seek to make this a re-run of last year’s referendum.","305.1",NA
"Our job now is not to refight old battles but to use our mandate and our influence to get the best deal for Northern Ireland.","305.1",NA
"The United Kingdom’s departure from the European Union inevitably brings with it opportunities as well as challenges.","110",NA
"Whichever way people voted in the referendum last June, and whatever concerns they may still have we can all unite to ensure Northern Ireland’s interests are promoted.","606.1",NA
"For our part we will work to get the best deal for Northern Ireland, recognizing that we share a land frontier with the Republic and the particular circumstances of our unique history and geography.","601.1",NA
"The circumstances of Northern Ireland are well understood and working together sensibly we have the opportunity to secure a good outcome that delivers for everyone.","601.1",NA
"In the new Parliament, Northern Ireland needs to have a strong, united DUP team arguing the case for our people.","606.2",NA
"DURING THE NEGOTIATIONS THE DUP WANTS TO SEE A FOCUS ON THE FOLLOWING PRIORITIES AND OBJECTIVES:","H",NA
"Successful outward-looking knowledge-based economy in Northern Ireland","411",NA
"Ease of trade with the Irish Republic and throughout the European Union","407",NA
"Maintenance of the Common Travel Area","407",NA
"Strengthened relationships across the four components parts of the United Kingdom with no internal borders","407",NA
"Northern Ireland-specific solutions achieved through active Executive engagement","301",NA
"Particular circumstances of Northern Ireland with a land border with the EU fully reflected","101",NA
"Frictionless border with Irish Republic assisting those working or travelling in the other jurisdiction","101",NA
"Progress on new free trade deals with the rest of the world","407",NA
"Comprehensive free trade and customs agreement with the European Union","407",NA
"Northern Ireland established as a hub for trade from Irish Republic into the broader UK market","301",NA
"Customs arrangements which facilitate trade with new and existing markets","407",NA
"Confidence and capacity within local businesses to maximize opportunities","416.2",NA
"Business to retain competiveness and not face additional costs","401",NA
"Arrangements to facilitate ease of movement of people, goods and services","407",NA
"Proportionate regulatory regime which can promote competiveness, with legislation to suit our local needs","403",NA
"Local input into new UK agriculture and fisheries policies which can offer sustainability and new growth opportunities","416.2",NA
"Particular importance of agri-food sector to Northern Ireland economy recognised and reflected","703.1",NA
"Strong protections for agri-food to guard against vulnerabilities to cheap inferior imports","703.1",NA
