"text","cmp_code","eu_code"
"and reinstate the higher level of corporation tax for large businesses.","503",NA
"A Robin Hood tax on high value transactions in the finance sector,","503",NA
"and inheritance taxed according to the wealth of the recipient.","503",NA
"A phased in abolition of the cap on employees’ national insurance so that the wealthiest pay more.","503",NA
"Support and promote small businesses, co-operatives and mutuals,","403",NA
"and the roll out of high speed broadband.","411",NA
"Support start-ups and creative enterprises through community credit and green investment, to provide opportunities for young people to be creative and innovative.","402",NA
"PROTECTING OUR ENVIRONMENT","H",NA
"You can trust the Green Party to put the environment at the heart of everything we do.","501",NA
"Our economic prosperity depends on the health of our environment.","416.2",NA
"It is the ultimate source of everything we make and use - from food and materials, to the air we breathe.","501",NA
"The Green Party would set an inspiring vision for the natural world, both on land and at sea, with thriving species, healthy habitats, and ensuring the environment is top of the political agenda.","501",NA
"A thriving environment means a healthy future for you, your children and generations to come.","501",NA
"Our policies:","H",NA
"An Environmental Protection Act to safeguard and restore our environment,","501",NA
"protect and enhance biodiversity,","501",NA
"promote sustainable food and farming,","416.2",NA
"and ensure animal protection.","501",NA
"A public works programme of insulation to make every home warm","411",NA
"and investing in flood defences and natural flood management to make every community safer","411",NA
".",NA,NA
"Equality of access to nature and green spaces, to enhance leisure, health and wellbeing","502",NA
".",NA,NA
"Active ongoing cooperation with businesses and other countries to limit global temperature increases to well below 2 degrees and aiming for 1.5 degrees.","501",NA
"Replacing fracking, coal power stations, subsidies to fossil fuels and nuclear with the clean green efficient renewable energy of the future,","416.2",NA
"and investing in community owned energy.","301",NA
"Introduce a one-off fine on car manufacturers who cheated the emissions testing regime","501",NA
"and create a new Clean Air Act, expanding and funding a mandatory clean air zone network.","501",NA
"Strong protection for the Green Belt, National Parks, SSSIs and Areas of Outstanding Natural Beauty.","501",NA
"A wider, more effective network of marine protected areas around our coasts, including fully protected no take zones.","501",NA
"Tough action to reduce plastic and other waste, including the introduction of Deposit Return Schemes, with a zero waste target.","501",NA
"MEMBERSHIP OF THE EU","H",NA
"The Green Party supported the Remain campaign and continue to believe that membership of the EU makes our future more hopeful and secure.","108",NA
"We will demand that the terms of the final deal are closely scrutinised.","108",NA
"We do not accept that either a “hard” Brexit or an exit from the EU without a deal is in the interests of the British people.","108",NA
"We will be actively campaigning to safeguard jobs,","701",NA
"uphold basic rights","201.2",NA
"and put environmental protection at the heart of any future trade deals.","501",NA
"Our policies:","H",NA
"A referendum on the detail of whatever deal is negotiated for Britain’s departure from the EU, with the option to reject the deal and remain in the EU.","108",NA
"Protect freedom of movement,","602.2",NA
"press for remaining within the single market,","407",NA
"and safeguard vital rights for people","201.2",NA
"and the environment.","501",NA
"Immediately guarantee the rights of EU citizens to remain in the UK and urgently seek reciprocal arrangements for UK citizens in the EU.","108",NA
"OUR NHS AND PUBLIC SERVICES","H",NA
"We pay for public services, we use them, we own them.","413",NA
"It’s time they belonged to all of us.","413",NA
"From our hospitals to our railways and schools, the Green Party will campaign for public services that are run by the people for the people.","413",NA
"These services will be properly resourced and future-facing to meet your needs now and in the future, not struggling to keep pace with demand.","504",NA
"We will stand up for the NHS - we want it to be protected not privatised.","504",NA
"Our policies:","H",NA
"Roll back privatisation of the NHS to ensure that all health and dental services are always publicly provided and funded, and free at the point of access, via the introduction of an NHS Reinstatement Act.","504",NA
"Scrap NHS Sustainability and Transformation Plans.","504",NA
"Bring mental health care in line with physical health care and ensure people experiencing mental health crises are supported close to their home and support networks.","504",NA
"Introduce mental health awareness training within the public sector and encourage a more open dialogue on the issue in wider society.","504",NA
"Close the NHS spending gap and provide an immediate cash injection, to ensure everyone can access a GP, hospitals can run properly, and staff are fairly paid.","504",NA
"Major investment in social care for the elderly and all those who need it.","504",NA
"Bring energy, water, railways, buses, the Royal Mail and care work back into public ownership to give communities real control of the public services that has been lost over the past 30 years.","413",NA
"Increase funding for local authorities so they can provide good quality public services","504",NA
"and invest in our communities, creating thousands of jobs.","701",NA
"A single budget covering health and social services, to make life easier for people who need to access several types of service.","504",NA
"We will review the effectiveness of how public services are structured, sensitive to the needs of all people, including assessment of how care is provided at the transition age of 18.","504",NA
"Redress pension injustice, with a pensions system for everyone","504",NA
"and action to enable older people to continue to be active members of society.","706",NA
"Redress benefits injustice with a social security system that gives everyone confidence they will get support when they need it, including disabled people.","504",NA
"EDUCATION FOR ALL","H",NA
"Education transforms lives.","506",NA
"The Green Party believes that education is a right, and should therefore be available to people of all ages.","506",NA
"We stand firmly alongside teachers, parents, and young people in calling for the end of privatisation in education.","506",NA
"We should trust our teachers to teach, instead of burdening them and our children with endless and stressful exams and inspections.","506",NA
"Our policies:","H",NA
"Properly fund our schools so real term spending per pupil increases and is protected.","506",NA
"Bring Academies and Free Schools into the local authority system,","506",NA
"abolish SATS","506",NA
"and reduce class sizes.","506",NA
"Scrap university tuition fees,","506",NA
"fund full student grants and greater public investment in further and higher education.","506",NA
"Restore Education Maintenance Allowance and enable apprenticeships to all qualified young people aged 16-25.","506",NA
"Free universal early education and childcare for all children, with formal education starting at age 7.","506",NA
"Address the crisis of teacher workload, with measures such as abolishing Ofsted,","506",NA
"and reforming the curriculum so that it is pupil-centred, freeing up teachers to teach.","506",NA
"Ensuring that every child with Special Educational Needs or Disability has access to a mainstream education, in accordance with the UN Convention for Persons with Disabilities.","503",NA
"OUR PROMISE TO YOUNG PEOPLE","H",NA
"We want to build a better, more positive future for everyone and in particular for young people.","706",NA
"We want that future to be safer,","605.1",NA
"happier,","706",NA
"more equal","503",NA
"and more secure.","706",NA
"Our promise to young people, written by young people, is that we will invest in education and opportunities,","506",NA
"alongside lowering the voting age,","202.1",NA
"protecting the environment,","501",NA
"tackling the housing crisis","504",NA
"and building a strong economy.","410",NA
"Our policies:","H",NA
"Protect young people’s housing needs by reinstating housing benefit for under-21s,","504",NA
"stop Local Authorities declaring young people “intentionally homeless”,","504",NA
"and invest in community house-building projects to provide affordable, secure housing options for young people.","504",NA
"Create a fairer working world for young people by scrapping age-related wage bands","412",NA
"and raising the national minimum wage to living wage levels for all.","412",NA
"Protect opportunities for young people in work and education by relieving students of the burden of debt,","506",NA
"scrapping tuition fees","506",NA
"and restoring living grants.","506",NA
"Guarantee the rights of young people to study, work, live and travel in the EU, including through schemes like Erasmus.","506",NA
"Reject the xenophobic Prevent strategy","607.1",NA
"and pursue community-led collaborative approaches to tackling all forms of extremism instead.","606.1",NA
"Improve young people’s access to basic but vital health needs, by providing more funding for sexual health awareness campaigns, providing greater access to free condoms and sexual health clinics; removing VAT from sanitary products and ensuring that they are provided free of charge to those in extreme financial need.","504",NA
"Enable every young person to take an active role in democracy,","202.1",NA
"introducing non-biased political education and promoting active citizenship,","202.1",NA
"as well as lowering the voting age to 16.","202.1",NA
"A PLACE TO CALL HOME","H",NA
"We should all have a safe, affordable, secure and warm place to call home.","503",NA
"The Green Party will tackle the causes of the housing crisis: giving renters a fair deal,","412",NA
"making social housing widely available","504",NA
"and bringing the housing market under control.","412",NA
"Our policies:","H",NA
"A living rent for all through rent controls and more secure tenancies for private renters,","403",NA
"an end to letting fees","403",NA
"and the introduction of mandatory licensing for all landlords.","403",NA
"Giving tenants a voice by supporting the development of renters’ unions.","403",NA
"A major programme to build affordable, zero carbon homes, including 100,000 social rented homes each year by 2022.","504",NA
"End mass council house sales and scrap Right to Buy at discounted prices.","504",NA
"Abolish the cruel and unfair bedroom tax.","504",NA
"Action on empty homes to bring them back into use","411",NA
"and a trial of a Land Value Tax to encourage the use of vacant land and reduce speculation.","403",NA
"Protect young people’s housing needs by reinstating housing benefit for under 21 s and reverse housing benefits cuts.","504",NA
"Stop declaring people as ‘intentionally homeless’","504",NA
"and give Local Authorities the same duties towards single people and childless couples as to families.","604",NA
"Help first-time buyers by aiming for house price stability","412",NA
"- axing buy-to-let tax breaks,","412",NA
"and backing community-led approaches to building affordable homes.","301",NA
"Significantly improve housing choice for D/deaf, disabled and older people by requiring all councils to appropriately plan for their housing needs","504",NA
"and significantly increase the numbers of homes built to lifetime home and mobility standards over the next 5 years.","504",NA
"A SAFER WORLD","H",NA
"The Green Party will work for a caring and confident Britain that uses its influence wisely, to build peace","106",NA
"and protect the environment,","501",NA
"and to offer sanctuary to those at risk.","201.2",NA
"We would co-operate with our neighbours on the shared challenges that face us all – from tackling terrorism and preventing climate change, to reducing inequality.","107",NA
"We would work towards an outward-facing Britain that has the confidence and resilience to welcome others.","602.2",NA
"Our policies:","H",NA
"Cancel Trident replacement, saving at least £110 billion over the next 30 years.","105",NA
"A humane immigration and asylum system that recognises and takes responsibility for Britain’s ongoing role in causing the flow of migrants worldwide.","201.2",NA
"Implement a UK-wide strategy to tackle gender based violence, including domestic violence, rape and sexual abuse, FGM and trafficking.","605.1",NA
"An ethical foreign policy that builds capacity for conflict resolution,","106",NA
"and ends support for aggressive wars of intervention.","105",NA
"No more arms sales to oppressive regimes.","202.1",NA
"Trade rules that respect human rights,","201.2",NA
"labour standards,","701",NA
"environmental standards and climate commitments","501",NA
"with mechanisms for individuals, groups and communities to bring grievances.","202.1",NA
"Strengthen the global deal on climate change, including by delivering climate justice and promoting ecologically sustainable development so that poorer countries can cope with the impacts of climate change.","501",NA
"Increase the overseas aid budget from 0.7% of GDP to 1.0% of GDP.","107",NA
"A CITIZENS’ DEMOCRACY","H",NA
"The Green Party believes that politics should be done by people – not to them.","606.2",NA
"We want everyone to have a voice, not just those who have the loudest voices, the deepest pockets or the most powerful friends.","503",NA
"We will work for a fair voting system in which every vote counts","202.1",NA
"and to make sure that decisions made nationally and locally are based upon genuine consultation, negotiation and accountability.","202.4",NA
"We believe fairness matters online and in the media too.","202.1",NA
"We think the internet should be free of state and corporate surveillance,","201.1",NA
"with our rights and freedoms protected.","201.2",NA
"Our policies:","H",NA
"Introduce proportional representation (PR) for parliamentary and local elections,","202.1",NA
"and votes at 16.","202.1",NA
"Increase diversity in representative politics, with job-shares, a 50/50 Parliament,","202.1",NA
"and replacing the House of Lords with an elected second chamber.","202.1",NA
"Defend the Human Rights Act and UK membership of the European Convention on Human Rights,","201.2",NA
"and reinstate funding for the Equality and Human Rights Commission.","201.2",NA
"Action to tackle racism and discrimination on the basis of faith or disability,","503",NA
"real equality for LGBTIQA+ people,","503",NA
"equal rights for mixed gender couples to have a Civil Partnership.","503",NA
"Give power to local communities by allowing for 40% of the local electorate to secure a referendum on local government decisions or to recall their MP.","202.4",NA
"End the sale of personal data, such as health or tax records, for commercial or other ends.","201.1",NA
"Protect the BBC","502",NA
"and tighten the rules on media ownership so no individual or company owns more than 20% of a media market, protecting against anyone having too much influence","403",NA
"or undermining democracy.","202.1",NA
"Give Parliament a vote on any new trade deals.","202.1",NA
"Revive the role of democratic trade unions.","701",NA
"Enable every young person to take an active role in democracy,","202.1",NA
"introducing non-biased political education","506",NA
"and promoting active citizenship.","606.2",NA
"A PEOPLE’S TRANSPORT SYSTEM","H",NA
"The Green Party will work to increase public investment in the railways, trams, ferries and buses,","411",NA
"as well as to make our streets and roads safer for everyone.","605.1",NA
"Clean, safe, accessible public transport and more walking and cycling could make us all healthier and happier.","501",NA
"We need a public transport system that takes us where we need to go, affordably and reliably.","411",NA
"It should be easy to choose to leave the car at home - or not have one at all.","501",NA
"Our policies:","H",NA
"Return the railways to public ownership and re-regulate buses,","413",NA
"investing in increased bus services especially in rural and other poorly served areas.","411",NA
"All public transport should be fully accessible and step-free with a phase-in of free local public transport for young people, students, people with disabilities, and older people.","503",NA
"Invest in regional rail links and electrification of existing rail lines, especially in the South West and North of England, rather than wasting money on HS2 and the national major roads programme.","411",NA
"Cancel all airport expansion","501",NA
"and end subsidies on airline fuel.","501",NA
"Invest in low traffic neighbourhoods and safe, convenient networks of routes for walking and cycling, including safe places for learning to cycle, so people of all ages and those with disabilities can choose to make local trips on foot, by bike or mobility scooter.","501",NA
"Help end the public health crisis caused by air pollution by increasing incentives to take diesel vehicles off the roads.","501",NA
"Final note: A number of policy areas discussed in this document are devolved to the Welsh Assembly. Where this applies, the policy set out here will only apply to England.",NA,NA
"Published by Judy Maciejowska on behalf of the Green Party of England and Wales, both at The Biscuit Factory, Unit 201 A Block, 100 Clements Road, London, SE16 4DG.",NA,NA
